addref,city,year,engine,mileage,body,make,fuel,transmission,price
7000060,Lahore,2004,860.0,172000.0,Mpv,Honda,Petrol,Automatic,3713016.0
7000061,Lahore,2006,1160.0,15000.0,Mpv,Honda,Diesel,Manual,2863019.0
7000062,Lahore,1997,3460.0,225500.0,Mpv,Honda,Diesel,Automatic,5312910.0
7000063,Lahore,2009,2160.0,43500.0,Mpv,Honda,Petrol,Manual,2582902.0
7000064,Lahore,2019,1060.0,50000.0,Mpv,Honda,Petrol,Manual,1451144.0
7000066,Lahore,2001,1060.0,88500.0,Mpv,Honda,Petrol,Manual,2965081.0
7000067,Lahore,1995,2660.0,155000.0,Mpv,Honda,Petrol,Manual,2749463.0
7000068,Lahore,2009,1560.0,119000.0,Mpv,Honda,Petrol,Automatic,4240967.0
7000069,Lahore,1999,2760.0,135000.0,Mpv,Honda,Petrol,Manual,1800213.0
7000070,Lahore,2011,760.0,208500.0,Mpv,Honda,Petrol,Manual,3188750.0
7000071,Lahore,2015,2660.0,184000.0,Mpv,Honda,Petrol,Manual,2671967.0
7000072,Lahore,2008,860.0,66500.0,Mpv,Honda,Diesel,Manual,3438095.0
7000075,Lahore,2019,2460.0,27000.0,Mpv,Honda,Petrol,Automatic,4332901.0
7000077,Lahore,1995,2060.0,220500.0,Mpv,Honda,Hybrid,Automatic,3684657.0
7000078,Lahore,2001,760.0,216000.0,Mpv,Honda,Petrol,Manual,4226577.0
7000079,Lahore,1993,2260.0,117000.0,Mpv,Honda,Petrol,Automatic,3496135.0
7000080,Lahore,1993,1760.0,43000.0,Mpv,Honda,Petrol,Automatic,3770674.0
7000081,Lahore,2020,2060.0,60500.0,Mpv,Honda,Hybrid,Manual,3566063.0
7000082,Lahore,2017,1660.0,126500.0,Mpv,Honda,Petrol,Manual,3080348.0
7000083,Lahore,1999,2460.0,200500.0,Mpv,Honda,Petrol,Manual,3236912.0
7000086,Lahore,1999,760.0,4500.0,Mpv,Honda,Petrol,Automatic,3276796.0
7000087,Lahore,2002,1560.0,175000.0,Mpv,Honda,Diesel,Manual,3942141.0
7000088,Lahore,2022,2360.0,6500.0,Mpv,Honda,Petrol,Manual,4109111.0
7000090,Lahore,2006,2060.0,123500.0,Mpv,Honda,Petrol,Manual,2397664.0
7000091,Lahore,2020,1560.0,244000.0,Mpv,Honda,Diesel,Automatic,4313395.0
7000093,Lahore,1992,2760.0,217000.0,Mpv,Honda,Petrol,Manual,4546865.0
7000094,Lahore,2012,760.0,88000.0,Mpv,Honda,Diesel,Manual,2713520.0
7000040,Lahore,1994,1460.0,85000.0,Mpv,Honda,Unknown,Automatic,2166219.0
7000076,Lahore,1997,1160.0,227000.0,Mpv,Honda,Unknown,Manual,3510866.0
7000084,Lahore,2003,1760.0,129000.0,Mpv,Honda,Unknown,Automatic,4530480.0
7000016,Lahore,1998,2060.0,172500.0,Mpv,Honda,Petrol,Automatic,3666078.0
7000033,Lahore,2014,2060.0,65000.0,Mpv,Honda,Diesel,Manual,4077522.0
7000024,Lahore,2003,2260.0,3000.0,Mpv,Honda,Petrol,Manual,2397567.0
7000073,Lahore,2012,2060.0,178500.0,Mpv,Honda,Petrol,Manual,3524092.0
7000028,Lahore,2011,2860.0,38000.0,Mpv,Honda,Petrol,Manual,2615166.0
7000059,Lahore,2022,1460.0,192000.0,Unknown,Honda,Petrol,Manual,2000969.0
7000044,Lahore,2017,2660.0,20500.0,Mpv,Honda,Diesel,Manual,4850142.0
7000085,Lahore,1998,2060.0,152000.0,Mpv,Honda,Petrol,Manual,3806230.0
7000089,Lahore,2001,2460.0,125500.0,Unknown,Honda,Diesel,Manual,4217847.0
7000006,Lahore,2004,2960.0,230500.0,Mpv,Honda,Diesel,Manual,3134744.0
7000008,Lahore,2016,960.0,249500.0,Mpv,Honda,Petrol,Manual,3134744.0
7000051,Lahore,1995,2560.0,239500.0,Mpv,Honda,Diesel,Manual,3134744.0
7000002,Lahore,2018,2060.0,89000.0,Mpv,Honda,Petrol,Automatic,2103678.0
7000095,Lahore,2011,3260.0,64500.0,Mpv,Honda,Petrol,Manual,3776508.0
7000096,Lahore,2020,1260.0,74000.0,Mpv,Honda,Petrol,Manual,1202736.0
7000097,Lahore,2005,2260.0,116000.0,Mpv,Honda,Diesel,Automatic,3253967.0
7000099,Lahore,2000,3260.0,205000.0,Mpv,Honda,Petrol,Manual,3015833.0
7000100,Lahore,2015,3460.0,147500.0,Mpv,Honda,Petrol,Manual,2063283.0
7000102,Lahore,1992,1960.0,49500.0,Mpv,Honda,Petrol,Manual,2489358.0
7000103,Lahore,2013,860.0,164500.0,Mpv,Honda,Petrol,Manual,4717063.0
7000105,Lahore,2004,3360.0,190000.0,Mpv,Honda,Petrol,Manual,2249018.0
7000106,Lahore,2012,1960.0,40000.0,Mpv,Honda,Petrol,Manual,3590515.0
7000107,Lahore,2022,2660.0,145500.0,Mpv,Honda,Petrol,Manual,1972632.0
7000108,Lahore,1995,1260.0,150000.0,Mpv,Honda,Petrol,Automatic,2782261.0
7000109,Lahore,2001,860.0,173000.0,Mpv,Honda,Diesel,Manual,1804970.0
7000110,Lahore,1994,2760.0,129000.0,Mpv,Honda,Diesel,Automatic,3876565.0
7000111,Lahore,1994,1960.0,3500.0,Mpv,Honda,Petrol,Manual,4003524.0
7000113,Lahore,1995,2960.0,63000.0,Mpv,Honda,Petrol,Automatic,2084534.0
7000118,Lahore,2017,1960.0,216000.0,Mpv,Honda,Petrol,Automatic,2911592.0
7000119,Lahore,2013,1360.0,198500.0,Mpv,Honda,Petrol,Manual,3604983.0
7000120,Lahore,2013,2960.0,142000.0,Mpv,Honda,Diesel,Manual,3363141.0
7000122,Lahore,2007,3160.0,198500.0,Mpv,Honda,Petrol,Manual,2940675.0
7000125,Lahore,1998,1460.0,121500.0,Mpv,Honda,Petrol,Manual,3249805.0
7000127,Lahore,2014,1660.0,245500.0,Mpv,Honda,Petrol,Manual,4835036.0
7000133,Lahore,2013,2460.0,130000.0,Mpv,Honda,Petrol,Manual,2000342.0
7000134,Lahore,2000,1160.0,3500.0,Mpv,Honda,Petrol,Automatic,2405476.0
7000136,Lahore,2014,1160.0,159000.0,Mpv,Honda,Diesel,Manual,4809905.0
7000137,Lahore,2012,2760.0,227500.0,Mpv,Honda,Petrol,Manual,3164898.0
7000138,Lahore,2021,1060.0,7500.0,Mpv,Honda,Diesel,Manual,2887465.0
7000140,Lahore,1992,2560.0,97000.0,Mpv,Honda,Petrol,Manual,4063501.0
7000141,Lahore,2017,960.0,223000.0,Mpv,Honda,Petrol,Automatic,3435785.0
7000142,Lahore,1997,2460.0,232500.0,Mpv,Honda,Diesel,Manual,2663742.0
7000144,Lahore,2019,3060.0,134500.0,Mpv,Honda,Petrol,Automatic,2696688.0
7000146,Lahore,2016,2960.0,58500.0,Mpv,Honda,Petrol,Manual,5028403.0
7000148,Lahore,2012,860.0,243500.0,Mpv,Honda,Petrol,Automatic,2129108.0
7000149,Lahore,2008,1560.0,39000.0,Mpv,Honda,Petrol,Manual,4017162.0
7000151,Lahore,2018,1960.0,175500.0,Mpv,Honda,Diesel,Manual,3122866.0
7000152,Lahore,1991,2760.0,194000.0,Mpv,Honda,Hybrid,Manual,3125537.0
7000153,Lahore,2015,3460.0,92000.0,Mpv,Honda,Petrol,Automatic,4070163.0
7000155,Lahore,1994,1260.0,66000.0,Mpv,Honda,Petrol,Manual,4504674.0
7000156,Lahore,2003,1760.0,95500.0,Mpv,Honda,Diesel,Automatic,4623037.0
7000157,Lahore,2009,3060.0,190500.0,Mpv,Honda,Diesel,Automatic,2506383.0
7000158,Lahore,2000,1360.0,180500.0,Mpv,Honda,Petrol,Manual,3295427.0
7000159,Lahore,2013,2860.0,206000.0,Mpv,Honda,Petrol,Automatic,3346796.0
7000160,Lahore,2020,2760.0,12000.0,Mpv,Honda,Petrol,Manual,2953236.0
7000161,Lahore,2020,1260.0,166000.0,Mpv,Honda,Petrol,Manual,2364453.0
7000166,Lahore,1992,2860.0,236000.0,Mpv,Honda,Petrol,Automatic,3266027.0
7000167,Lahore,1997,2360.0,132500.0,Mpv,Honda,Petrol,Manual,4596684.0
7000168,Lahore,2010,1460.0,74000.0,Mpv,Honda,Petrol,Automatic,3868188.0
7000169,Lahore,2022,1260.0,140500.0,Mpv,Honda,Petrol,Manual,854959.0
7000170,Lahore,2002,2560.0,74500.0,Mpv,Honda,Petrol,Automatic,4576884.0
7000174,Lahore,2017,3460.0,173000.0,Mpv,Honda,Petrol,Manual,2213804.0
7000176,Lahore,2009,2160.0,186000.0,Mpv,Honda,Diesel,Manual,1714337.0
7000177,Lahore,2016,2460.0,220000.0,Mpv,Honda,Hybrid,Automatic,3380329.0
7000179,Lahore,1991,860.0,25000.0,Mpv,Honda,Petrol,Manual,1673195.0
7000180,Lahore,2020,2160.0,82500.0,Mpv,Honda,Petrol,Manual,1586864.0
7000183,Lahore,2008,1560.0,145500.0,Mpv,Honda,Diesel,Automatic,3682236.0
7000184,Lahore,1991,1260.0,118000.0,Mpv,Honda,Petrol,Manual,1334373.0
7000186,Lahore,2011,1160.0,212500.0,Mpv,Honda,Petrol,Manual,4280253.0
7000188,Lahore,1993,760.0,237500.0,Mpv,Honda,Petrol,Manual,1946174.0
7000130,Lahore,1994,2560.0,16500.0,Mpv,Honda,Diesel,Manual,4060060.0
7000098,Lahore,1993,2060.0,218500.0,Mpv,Honda,Diesel,Manual,3506711.0
7000173,Lahore,2017,2560.0,111500.0,Mpv,Honda,Petrol,Manual,2016051.0
7000164,Lahore,2000,2060.0,143000.0,Mpv,Honda,Petrol,Automatic,3196919.0
7000171,Lahore,1996,2060.0,206500.0,Mpv,Honda,Petrol,Manual,3757051.0
7000182,Lahore,2009,2060.0,154000.0,Mpv,Honda,Petrol,Manual,2939967.0
7000104,Lahore,1998,2860.0,226000.0,Unknown,Honda,Petrol,Automatic,3056829.0
7000114,Lahore,1999,1960.0,62500.0,Unknown,Honda,Petrol,Automatic,1022635.0
7000117,Lahore,2022,760.0,77500.0,Unknown,Honda,Diesel,Automatic,1210326.0
7000128,Lahore,1995,2360.0,21500.0,Unknown,Honda,Petrol,Manual,3036468.0
7000126,Lahore,2004,3260.0,125500.0,Mpv,Honda,Petrol,Manual,1697271.0
7000181,Lahore,2001,1360.0,125500.0,Mpv,Honda,Hybrid,Manual,2482929.0
7000131,Lahore,1994,2760.0,99000.0,Mpv,Honda,Diesel,Manual,3134744.0
7000132,Lahore,1998,1660.0,115000.0,Mpv,Honda,Hybrid,Manual,3134744.0
7000135,Lahore,1996,660.0,85500.0,Mpv,Honda,Petrol,Manual,3134744.0
7000187,Lahore,1993,2560.0,188000.0,Mpv,Honda,Petrol,Manual,3134744.0
7000112,Lahore,2004,3160.0,154500.0,Mpv,Honda,Petrol,Manual,2365061.0
7000116,Lahore,2013,2260.0,213500.0,Mpv,Honda,Petrol,Manual,2320287.0
7000121,Lahore,2009,1760.0,131000.0,Mpv,Honda,Petrol,Automatic,3036223.0
7000129,Lahore,2018,660.0,195500.0,Mpv,Honda,Petrol,Automatic,3090961.0
7000178,Lahore,2013,3160.0,94000.0,Mpv,Honda,Petrol,Manual,3405120.0
7000123,Lahore,1993,1060.0,235000.0,Mpv,Honda,Unknown,Manual,3553295.0
7000162,Lahore,2011,2060.0,93500.0,Mpv,Honda,Petrol,Manual,2088777.0
7000139,Lahore,1995,3260.0,103000.0,Mpv,Honda,Unknown,Manual,5174368.0
7000189,Lahore,2004,1060.0,39000.0,Mpv,Honda,Petrol,Automatic,2899153.0
7000193,Lahore,2005,1060.0,10000.0,Mpv,Honda,Petrol,Automatic,3280762.0
7000195,Lahore,2011,3260.0,24500.0,Mpv,Honda,Petrol,Automatic,3777639.0
7000196,Lahore,2008,1660.0,137000.0,Mpv,Honda,Petrol,Manual,2842565.0
7000197,Lahore,2006,2060.0,38500.0,Mpv,Honda,Petrol,Automatic,1371529.0
7000198,Lahore,1993,960.0,149500.0,Mpv,Honda,Petrol,Automatic,4504596.0
7000201,Lahore,2004,2960.0,141500.0,Mpv,Honda,Petrol,Manual,3447915.0
7000202,Lahore,2015,2160.0,51500.0,Mpv,Honda,Petrol,Automatic,4032217.0
7000205,Lahore,1999,3160.0,94000.0,Mpv,Honda,Diesel,Manual,2784097.0
7000206,Lahore,1992,1360.0,171500.0,Mpv,Honda,Petrol,Manual,2303593.0
7000207,Lahore,2006,2360.0,160500.0,Mpv,Honda,Petrol,Manual,3545655.0
7000208,Lahore,2020,2960.0,199000.0,Mpv,Honda,Petrol,Manual,3645936.0
7000209,Lahore,2017,2160.0,80500.0,Mpv,Honda,Petrol,Automatic,2890458.0
7000212,Lahore,1997,2660.0,43500.0,Mpv,Honda,Petrol,Manual,3554432.0
7000214,Lahore,2014,2560.0,226500.0,Mpv,Honda,Petrol,Manual,3141762.0
7000215,Lahore,2020,2260.0,160000.0,Mpv,Honda,Petrol,Manual,1584873.0
7000216,Lahore,2012,1160.0,132000.0,Mpv,Honda,Petrol,Manual,2837058.0
7000217,Lahore,1993,760.0,172000.0,Mpv,Honda,Petrol,Manual,2118529.0
7000221,Lahore,2011,760.0,236500.0,Mpv,Honda,Petrol,Manual,2246940.0
7000223,Lahore,1992,3360.0,31000.0,Mpv,Honda,Petrol,Manual,3284189.0
7000224,Lahore,1996,2660.0,62500.0,Mpv,Honda,Petrol,Automatic,2346670.0
7000225,Lahore,2006,1260.0,68000.0,Mpv,Honda,Petrol,Manual,3427736.0
7000227,Lahore,2019,660.0,65500.0,Mpv,Honda,Diesel,Manual,4843795.0
7000228,Lahore,2004,2260.0,209000.0,Mpv,Honda,Petrol,Manual,3088078.0
7000232,Lahore,2022,1060.0,195000.0,Mpv,Honda,Petrol,Automatic,3291760.0
7000233,Lahore,2008,2360.0,20500.0,Mpv,Honda,Diesel,Manual,2660850.0
7000234,Lahore,2002,3060.0,87000.0,Mpv,Honda,Petrol,Manual,2820654.0
7000235,Lahore,1995,2360.0,172000.0,Mpv,Honda,Diesel,Manual,3027533.0
7000236,Lahore,2021,3060.0,158000.0,Mpv,Honda,Petrol,Manual,3126902.0
7000237,Lahore,2011,3260.0,209000.0,Mpv,Honda,Petrol,Manual,1950817.0
7000239,Lahore,2006,1160.0,249000.0,Mpv,Honda,Hybrid,Automatic,2255975.0
7000241,Lahore,2013,2460.0,167000.0,Mpv,Honda,Petrol,Manual,3773146.0
7000244,Lahore,2009,2560.0,213000.0,Mpv,Honda,Petrol,Manual,3308451.0
7000245,Lahore,2008,1160.0,149000.0,Mpv,Honda,Diesel,Manual,2663864.0
7000247,Lahore,2022,2160.0,185500.0,Mpv,Honda,Diesel,Manual,3802520.0
7000248,Lahore,2006,3360.0,193000.0,Mpv,Honda,Petrol,Manual,3911555.0
7000255,Lahore,2019,1160.0,215000.0,Mpv,Honda,Diesel,Automatic,3679396.0
7000256,Lahore,2011,3360.0,144500.0,Mpv,Honda,Diesel,Manual,2744270.0
7000257,Lahore,2008,1760.0,11000.0,Mpv,Honda,Petrol,Automatic,3698070.0
7000258,Lahore,1998,960.0,93000.0,Mpv,Honda,Petrol,Automatic,1904428.0
7000259,Lahore,2002,2660.0,29000.0,Mpv,Honda,Hybrid,Manual,4314259.0
7000260,Lahore,1995,2160.0,121000.0,Mpv,Honda,Petrol,Manual,4691680.0
7000261,Lahore,2013,1160.0,88000.0,Mpv,Honda,Diesel,Manual,5242162.0
7000262,Lahore,1995,3160.0,235500.0,Mpv,Honda,Diesel,Automatic,4901043.0
7000263,Lahore,2022,3260.0,24000.0,Mpv,Honda,Petrol,Manual,5176986.0
7000264,Lahore,2008,2660.0,191500.0,Mpv,Honda,Petrol,Manual,3040112.0
7000265,Lahore,2015,1660.0,60500.0,Mpv,Honda,Petrol,Automatic,2931818.0
7000266,Lahore,1993,2660.0,4000.0,Mpv,Honda,Petrol,Manual,5275888.0
7000267,Lahore,1992,2660.0,242000.0,Mpv,Honda,Petrol,Manual,3738691.0
7000268,Lahore,1992,1760.0,118500.0,Mpv,Honda,Petrol,Manual,4059631.0
7000269,Lahore,2005,660.0,113500.0,Mpv,Honda,Petrol,Manual,3825146.0
7000270,Lahore,1991,2060.0,160500.0,Mpv,Honda,Diesel,Manual,2267255.0
7000271,Lahore,1996,1460.0,115000.0,Mpv,Honda,Petrol,Manual,4303514.0
7000273,Lahore,1996,1260.0,49000.0,Mpv,Honda,Diesel,Automatic,2518441.0
7000274,Lahore,2004,3060.0,171500.0,Mpv,Honda,Diesel,Manual,3467333.0
7000278,Lahore,1998,2360.0,60000.0,Mpv,Honda,Petrol,Automatic,3024100.0
7000281,Lahore,2006,3260.0,239000.0,Mpv,Honda,Diesel,Manual,2972326.0
7000282,Lahore,2004,2860.0,100500.0,Mpv,Honda,Petrol,Manual,2050546.0
7000219,Lahore,2009,3160.0,170500.0,Mpv,Honda,Unknown,Manual,3834147.0
7000254,Lahore,1997,1560.0,180000.0,Mpv,Honda,Unknown,Automatic,2568819.0
7000280,Lahore,2020,1360.0,81000.0,Mpv,Honda,Unknown,Manual,1819466.0
7000210,Lahore,2012,2060.0,228500.0,Mpv,Honda,Petrol,Manual,3327172.0
7000213,Lahore,1996,2060.0,41500.0,Mpv,Honda,Diesel,Automatic,2635074.0
7000220,Lahore,1996,2060.0,61500.0,Mpv,Honda,Diesel,Manual,2779566.0
7000194,Lahore,1995,1760.0,3000.0,Unknown,Honda,Petrol,Manual,3616362.0
7000203,Lahore,1997,2560.0,44500.0,Unknown,Honda,Petrol,Manual,2776051.0
7000204,Lahore,2022,3460.0,103000.0,Unknown,Honda,Diesel,Manual,1030239.0
7000246,Lahore,2006,760.0,116000.0,Unknown,Honda,Petrol,Manual,2705943.0
7000252,Lahore,1996,1960.0,63500.0,Unknown,Honda,Petrol,Manual,1802247.0
7000190,Lahore,1998,2060.0,108500.0,Mpv,Honda,Petrol,Manual,3709247.0
7000229,Lahore,2010,2060.0,170000.0,Mpv,Honda,Petrol,Automatic,3206811.0
7000276,Lahore,2002,2060.0,12000.0,Mpv,Honda,Diesel,Manual,3762642.0
7000199,Lahore,2016,3360.0,229000.0,Mpv,Honda,Petrol,Automatic,3134744.0
7000253,Lahore,2014,3460.0,120500.0,Mpv,Honda,Hybrid,Automatic,3134744.0
7000242,Lahore,1991,1560.0,98000.0,Mpv,Honda,Unknown,Manual,3134744.0
7000279,Lahore,2002,1160.0,31500.0,Mpv,Honda,Petrol,Manual,1870834.0
7000275,Lahore,2017,3260.0,126500.0,Mpv,Honda,Petrol,Manual,1349625.0
7000218,Lahore,2002,2260.0,175500.0,Mpv,Honda,Petrol,Manual,3879905.0
7000243,Lahore,2017,960.0,48000.0,Mpv,Honda,Petrol,Manual,3972361.0
7000230,Lahore,2016,1760.0,147500.0,Mpv,Honda,Petrol,Manual,3134744.0
7000250,Lahore,1993,1960.0,190000.0,Mpv,Honda,Diesel,Manual,2089415.0
7000284,Lahore,2008,2960.0,102500.0,Mpv,Honda,Petrol,Automatic,2913889.0
7000285,Lahore,2022,2660.0,39000.0,Mpv,Honda,Diesel,Manual,3876568.0
7000287,Lahore,2017,2960.0,224000.0,Mpv,Honda,Petrol,Automatic,1293263.0
7000289,Lahore,2019,2860.0,8500.0,Mpv,Honda,Petrol,Manual,1750631.0
7000290,Lahore,2021,960.0,204500.0,Mpv,Honda,Petrol,Automatic,4582889.0
7000291,Lahore,1993,2560.0,32500.0,Mpv,Honda,Petrol,Automatic,4239856.0
7000295,Lahore,2013,3460.0,191000.0,Mpv,Honda,Petrol,Manual,3292712.0
7000296,Lahore,2015,2760.0,4000.0,Mpv,Honda,Petrol,Manual,3766983.0
7000297,Lahore,2016,860.0,64500.0,Mpv,Honda,Petrol,Manual,2975980.0
7000298,Lahore,1992,2360.0,149000.0,Mpv,Honda,Diesel,Manual,4654201.0
7000300,Lahore,2007,1660.0,179500.0,Mpv,Honda,Petrol,Automatic,3098485.0
7000301,Lahore,2008,2060.0,28000.0,Mpv,Honda,Petrol,Manual,3405093.0
7000304,Lahore,1994,3160.0,149500.0,Mpv,Honda,Petrol,Manual,3015576.0
7000306,Lahore,1994,2160.0,10000.0,Mpv,Honda,Petrol,Manual,4712628.0
7000307,Lahore,2017,1860.0,118500.0,Mpv,Honda,Petrol,Manual,2298669.0
7000308,Lahore,2014,2460.0,144500.0,Mpv,Honda,Petrol,Manual,1945652.0
7000309,Lahore,1991,2960.0,180500.0,Mpv,Honda,Petrol,Manual,3160140.0
7000313,Lahore,2005,1460.0,129000.0,Mpv,Honda,Petrol,Manual,3822165.0
7000314,Lahore,2015,1960.0,181500.0,Mpv,Honda,Petrol,Manual,1571787.0
7000317,Lahore,1991,3060.0,219500.0,Mpv,Honda,Petrol,Automatic,1399105.0
7000318,Lahore,1992,1860.0,43000.0,Mpv,Honda,Petrol,Automatic,2178502.0
7000319,Lahore,2015,1160.0,238500.0,Mpv,Honda,Petrol,Automatic,4722750.0
7000321,Lahore,2009,960.0,120500.0,Mpv,Honda,Diesel,Automatic,4463709.0
7000322,Lahore,1993,960.0,134000.0,Mpv,Honda,Petrol,Manual,3295123.0
7000324,Lahore,2003,660.0,133500.0,Mpv,Honda,Diesel,Automatic,3231895.0
7000326,Lahore,2015,3160.0,157500.0,Mpv,Honda,Petrol,Manual,2569094.0
7000328,Lahore,2007,1560.0,167500.0,Mpv,Honda,Hybrid,Manual,4197896.0
7000329,Lahore,2003,3160.0,139500.0,Mpv,Honda,Petrol,Automatic,2752346.0
7000330,Lahore,1998,660.0,41500.0,Mpv,Honda,Petrol,Manual,3888365.0
7000334,Lahore,2022,2960.0,138500.0,Mpv,Honda,Petrol,Automatic,3175235.0
7000335,Lahore,2015,3460.0,20500.0,Mpv,Honda,Petrol,Automatic,2934642.0
7000338,Lahore,1992,1260.0,58500.0,Mpv,Honda,Petrol,Manual,3861069.0
7000339,Lahore,1995,1060.0,131500.0,Mpv,Honda,Diesel,Automatic,3826380.0
7000341,Lahore,2022,2060.0,215000.0,Mpv,Honda,Petrol,Automatic,3823104.0
7000342,Lahore,2003,1660.0,75500.0,Mpv,Honda,Petrol,Manual,2234591.0
7000343,Lahore,1996,1860.0,21500.0,Mpv,Honda,Petrol,Manual,4356217.0
7000345,Lahore,2017,2260.0,86500.0,Mpv,Honda,Diesel,Manual,4056825.0
7000346,Lahore,1995,1160.0,94500.0,Mpv,Honda,Hybrid,Manual,3462625.0
7000348,Lahore,2009,3360.0,169000.0,Mpv,Honda,Petrol,Manual,2285953.0
7000349,Lahore,2019,760.0,128000.0,Mpv,Honda,Diesel,Manual,3279932.0
7000350,Lahore,1994,2660.0,68500.0,Mpv,Honda,Petrol,Manual,2532107.0
7000352,Lahore,2007,1860.0,222500.0,Mpv,Honda,Petrol,Automatic,4210157.0
7000354,Lahore,2003,3360.0,99000.0,Mpv,Honda,Petrol,Manual,2393952.0
7000355,Lahore,2008,2660.0,144000.0,Mpv,Honda,Petrol,Manual,3291810.0
7000356,Lahore,2021,2560.0,106500.0,Mpv,Honda,Petrol,Manual,2111282.0
7000357,Lahore,2021,960.0,44500.0,Mpv,Honda,Diesel,Manual,4520778.0
7000359,Lahore,1997,2660.0,194500.0,Mpv,Honda,Petrol,Manual,4472120.0
7000361,Lahore,2016,3160.0,18000.0,Mpv,Honda,Petrol,Automatic,3823014.0
7000364,Lahore,1992,1760.0,105500.0,Mpv,Honda,Diesel,Manual,3096096.0
7000366,Lahore,1994,3460.0,12500.0,Mpv,Honda,Diesel,Manual,4879631.0
7000368,Lahore,2001,1360.0,65000.0,Mpv,Honda,Petrol,Manual,4185599.0
7000369,Lahore,2007,1560.0,204500.0,Mpv,Honda,Petrol,Manual,2422073.0
7000372,Lahore,2019,1260.0,210000.0,Mpv,Honda,Petrol,Automatic,4025205.0
7000374,Lahore,1993,2460.0,110000.0,Mpv,Honda,Diesel,Manual,4429296.0
